-87400030.865946, -1370278122.044640, 32905894.545760
-87453295.203679, -1370220173.968877, 32904662.038657
-87506602.821611, -1370162286.275541, 32903429.495169
-87559953.679156, -1370104458.994694, 32902196.915517
-87613347.735708, -1370046692.156392, 32900964.299922
-87666784.950637, -1369988985.790687, 32899731.648609
-87720265.283292, -1369931339.927626, 32898498.961802
-87773788.692999, -1369873754.597250, 32897266.239729
-87827355.139061, -1369816229.829600, 32896033.482620
-87880964.580760, -1369758765.654708, 32894800.690705
-87934616.977353, -1369701362.102602, 32893567.864218
-87988312.288076, -1369644019.203308, 32892335.003393
-88042050.472141, -1369586736.986845, 32891102.108467
-88095831.488736, -1369529515.483229, 32889869.179679
-88149655.297027, -1369472354.722472, 32888636.217268
-88203521.856155, -1369415254.734580, 32887403.221478
-88257431.125240, -1369358215.549555, 32886170.192551
-88311383.063375, -1369301237.197397, 32884937.130734
-88365377.629632, -1369244319.708098, 32883704.036274
-88419414.783056, -1369187463.111649, 32882470.909421
-88473494.482670, -1369130667.438035, 32881237.750426
-88527616.687472, -1369073932.717238, 32880004.559541
-88581781.356435, -1369017258.979234, 32878771.337023
-88635988.448509, -1368960646.253997, 32877538.083127
-88690237.922616, -1368904094.571497, 32876304.798111
-88744529.737656, -1368847603.961696, 32875071.482236
-88798863.852504, -1368791174.454557, 32873838.135764
-88853240.226006, -1368734806.080038, 32872604.758958
-88907658.816987, -1368678498.868090, 32871371.352083
-88962119.584244, -1368622252.848663, 32870137.915408
-89016622.486548, -1368566068.051702, 32868904.449200
-89071167.482646, -1368509944.507149, 32867670.953730
-89125754.531257, -1368453882.244941, 32866437.429271
-89180383.591075, -1368397881.295013, 32865203.876098
-89235054.620767, -1368341941.687294, 32863970.294484
-89289767.578973, -1368286063.451712, 32862736.684709
-89344522.424306, -1368230246.618188, 32861503.047052
-89399319.115354, -1368174491.216642, 32860269.381793
-89454157.610676, -1368118797.276991, 32859035.689215
-89509037.868805, -1368063164.829146, 32857801.969602
-89563959.848245, -1368007593.903015, 32856568.223241
-89618923.507472, -1367952084.528505, 32855334.450419
-89673928.804937, -1367896636.735516, 32854100.651426
-89728975.699061, -1367841250.553948, 32852866.826552
-89784064.148236, -1367785926.013695, 32851632.976090
-89839194.110827, -1367730663.144650, 32850399.100336
-89894365.545169, -1367675461.976700, 32849165.199583
-89949578.409570, -1367620322.539731, 32847931.274131
-90004832.662307, -1367565244.863625, 32846697.324278
-90060128.261629, -1367510228.978261, 32845463.350326
-90115465.165755, -1367455274.913514, 32844229.352576
-90170843.332875, -1367400382.699258, 32842995.331333
-90226262.721148, -1367345552.365362, 32841761.286903
-90281723.288703, -1367290783.941693, 32840527.219593
-90337224.993640, -1367236077.458114, 32839293.129711
-90392767.794027, -1367181432.944485, 32838059.017568
-90448351.647902, -1367126850.430665, 32836824.883476
-90503976.513272, -1367072329.946509, 32835590.727749
-90559642.348112, -1367017871.521867, 32834356.550701
-90615349.110366, -1366963475.186590, 32833122.352649
-90671096.757946, -1366909140.970524, 32831888.133911
