4345931886.144506, -1266362225.845714, -69807270.996554
4345839779.737566, -1266291523.346359, -69807590.327453
4345747361.759117, -1266220523.798626, -69807366.460489
4345654656.881718, -1266149207.902237, -69806600.887180
4345561690.261021, -1266077557.105843, -69805296.173855
4345468487.485946, -1266005553.643897, -69803455.956558
4345375074.528002, -1265933180.571947, -69801084.933836
4345281477.689839, -1265860421.800322, -69798188.857420
4345187723.553155, -1265787262.126101, -69794774.520813
4345093838.926041, -1265713687.263341, -69790849.745813
4344999850.789879, -1265639683.871476, -69786423.367001
4344905786.245900, -1265565239.581846, -69781505.214215
4344811672.461499, -1265490343.022299, -69776106.093049
4344717536.616419, -1265414983.839811, -69770237.763423
4344623405.848911, -1265339152.721095, -69763912.916254
4344529307.201982, -1265262841.411135, -69757145.148283
4344435267.569815, -1265186042.729635, -69749948.935102
4344341313.644499, -1265108750.585325, -69742339.602443
4344247471.863158, -1265030959.988115, -69734333.295772
4344153768.355575, -1264952667.059059, -69725946.948268
4344060228.892429, -1264873869.038119, -69717198.247223
4343966878.834254, -1264794564.289709, -69708105.598962
4343873743.081194, -1264714752.306007, -69698688.092323
4343780846.023681, -1264634433.708030, -69688965.460793
4343688211.494123, -1264553610.244469, -69678958.043353
4343595862.719692, -1264472284.788290, -69668686.744132
4343503822.276325, -1264390461.331100, -69658172.990929
4343412112.043996, -1264308144.975297, -69647438.692705
4343320753.163386, -1264225341.924009, -69636506.196107
4343229765.994018, -1264142059.468857, -69625398.241138
4343139170.073926, -1264058305.975550, -69614137.916027
4343048984.080969, -1263974090.867362, -69602748.611428
4342959225.795851, -1263889424.606498, -69591253.974009
4342869912.066905, -1263804318.673401, -69579677.859529
4342781058.776752, -1263718785.544034, -69568044.285495
4342692680.810848, -1263632838.665186, -69556377.383504
4342604792.028033, -1263546492.427867, -69544701.351365
4342517405.233107, -1263459762.138802, -69533040.405075
4342430532.151492, -1263372663.990134, -69521418.730768
4342344183.406053, -1263285215.027351, -69509860.436717
4342258368.496089, -1263197433.115524, -69498389.505498
4342173095.778566, -1263109336.903922, -69487029.746392
4342088372.451611, -1263020945.789066, -69475804.748137
4342004204.540309, -1262932279.876300, -69464737.832122
4341920596.884827, -1262843359.939956, -69453852.006097
4341837553.130890, -1262754207.382191, -69443169.918525
4341755075.722631, -1262664844.190578, -69432713.813627
4341673165.897819, -1262575292.894531, -69422505.487245
4341591823.685486, -1262485576.520666, -69412566.243589
4341511047.905957, -1262395718.547156, -69402916.852954
4341430836.173272, -1262305742.857213, -69393577.510509
4341351184.900002, -1262215673.691744, -69384567.796218
4341272089.304458, -1262125535.601316, -69375906.635988
4341193543.420261, -1262035353.397493, -69367612.264108
4341115540.108271, -1261945152.103664, -69359702.187069
4341038071.070834, -1261854956.905444, -69352193.148829
4340961126.868337, -1261764793.100761, -69345101.097578
4340884696.938025, -1261674686.049716, -69338441.154104
4340808769.615049, -1261584661.124318, -69332227.581779
4340733332.155698, -1261494743.658199, -69326473.758266
4340658370.762770, -1261404958.896409, -69321192.148972
4340583870.613041, -1261315331.945379, -69316394.282314
4340509815.886764, -1261225887.723166, -69312090.726847
4340436189.799143, -1261136650.910070, -69308291.070293
4340362974.633727, -1261047645.899722, -69305003.900524
4340290151.777653, -1260958896.750745, -69302236.788518
4340217701.758656, -1260870427.139077, -69299996.273341
4340145604.283799, -1260782260.311052, -69298287.849175
4340073838.279824, -1260694419.037341, -69297115.954419
4340002381.935044, -1260606925.567827, -69296483.962879
4339931212.742715, -1260519801.587523, -69296394.177082
4339860307.545773, -1260433068.173605, -69296847.823706
4339789642.582867, -1260346745.753650, -69297845.051146
4339719193.535590, -1260260854.065173, -69299384.929222
4339648935.576819, -1260175412.116518, -69301465.451026
4339578843.420053, -1260090438.149207, -69304083.536900
4339508891.369669, -1260005949.601808, -69307235.040555
4339439053.372001, -1259921963.075394, -69310914.757286
4339369303.067102, -1259838494.300662, -69315116.434310
4339299613.841145, -1259755558.106783, -69319832.783162
4339229958.879297, -1259673168.392037, -69325055.494161
4339160311.219026, -1259591338.096299, -69330775.252894
4339090643.803661, -1259510079.175417, -69336981.758696
4339020929.536180, -1259429402.577555, -69343663.745085
4338951141.333048, -1259349318.221523, -69350809.002116
4338881252.178042, -1259269834.977156, -69358404.400605
4338811235.175942, -1259190960.647775, -69366435.918175
4338741063.605980, -1259112701.954754, -69374888.667082
4338670710.974942, -1259035064.524246, -69383746.923744
4338600151.069825, -1258958052.876076, -69392994.159946
4338529358.009933, -1258881670.414826, -69402613.075627
4338458306.298313, -1258805919.423138, -69412585.633209
4338386970.872437, -1258730801.057240, -69422893.093383
4338315327.154019, -1258656315.344709, -69433516.052287
4338243351.097865, -1258582461.184473, -69444434.480015
4338171019.239678, -1258509236.349046, -69455627.760351
4338098308.742702, -1258436637.489013, -69467074.731681
4338025197.443125, -1258364660.139726, -69478753.728979
4337951663.894143, -1258293298.730222, -69490642.626800
4337877687.408607, -1258222546.594335, -69502718.883178
4337803248.100161, -1258152395.983978, -69514959.584356
4337728326.922783, -1258082838.084578, -69527341.490259
4337652905.708677, -1258013863.032621, -69539841.080603
4337576967.204401, -1257945459.935286, -69552434.601573
4337500495.105198, -1257877616.892114, -69565098.112952
4337423474.087429, -1257810321.018687, -69577807.535634
4337345889.839078, -1257743558.472247, -69590538.699401
4337267729.088226, -1257677314.479230, -69603267.390885
4337188979.629481, -1257611573.364638, -69615969.401620
4337109630.348281, -1257546318.583202, -69628620.576077
4337029671.243033, -1257481532.752280, -69641196.859598
4336949093.445048, -1257417197.686404, -69653674.346128
4336867889.236219, -1257353294.433427, -69666029.325655
4336786052.064424, -1257289803.312199, -69678238.331255
4336703576.556604, -1257226703.951670, -69690278.185661
4336620458.529521, -1257163975.331382, -69702126.047248
4336536694.998130, -1257101595.823238, -69713759.455362
4336452284.181586, -1257039543.234481, -69725156.374885
4336367225.506866, -1256977794.851789, -69736295.239953
4336281519.609980, -1256916327.486408, -69747154.996754
4336195168.334797, -1256855117.520223, -69757715.145293
4336108174.729462, -1256794140.952686, -69767955.780072
4336020543.040431, -1256733373.448493, -69777857.629581
4335932278.704130, -1256672790.385936, -69787402.094529
4335843388.336245, -1256612366.905812, -69796571.284751
4335753879.718675, -1256552077.960807, -69805348.054693
4335663761.784183, -1256491898.365252, -69813716.037428
4335573044.598741, -1256431802.845153, -69821659.677126
4335481739.341642, -1256371766.088411, -69829164.259919
4335389858.283411, -1256311762.795082, -69836215.943081
4335297414.761531, -1256251767.727637, -69842801.782487
4335204423.154071, -1256191755.761090, -69848909.758289
4335110898.851238, -1256131701.932902, -69854528.798757
4335016858.224933, -1256071581.492569, -69859648.802241
4334922318.596347, -1256011369.950777, -69864260.657205
4334827298.201688, -1255951043.128048, -69868356.260301
4334731816.156080, -1255890577.202765, -69871928.532435
4334635892.415735, -1255829948.758486, -69874971.432812
4334539547.738441, -1255769134.830462, -69877479.970910
4334442803.642472, -1255708112.951241, -69879450.216378
4334345682.363989, -1255646861.195309, -69880879.306828
4334248206.813009, -1255585358.222634, -69881765.453512
4334150400.528053, -1255523583.321060, -69882107.944864
4334052287.629530, -1255461516.447453, -69881907.147913
4333953892.771984, -1255399138.267522, -69881164.507545
4333855241.095273, -1255336430.194226, -69879882.543644
4333756358.174784, -1255273374.424710, -69878064.846085
4333657269.970791, -1255209953.975677, -69875716.067614
4333558002.777049, -1255146152.717142, -69872841.914620
4333458583.168718, -1255081955.404482, -69869449.135810
4333359037.949741, -1255017347.708745, -69865545.508823
4333259394.099761, -1254952316.245131, -69861139.824808
4333159678.720688, -1254886848.599610, -69856241.870975
4333059918.983029, -1254820933.353604, -69850862.411191
4332960142.072080, -1254754560.106706, -69845013.164621
4332860375.134080, -1254687719.497373, -69838706.782488
4332760645.222459, -1254620403.221560, -69831956.822973
4332660979.244252, -1254552604.049259, -69824777.724322
4332561403.906812, -1254484315.838902, -69817184.776206
4332461945.664917, -1254415533.549613, -69809194.089392
4332362630.668378, -1254346253.251271, -69800822.563778
4332263484.710251, -1254276472.132373, -69792087.854878
4332164533.175752, -1254206188.505675, -69783008.338787
4332065800.991985, -1254135401.811603, -69773603.075733
4331967312.578579, -1254064112.619434, -69763891.772262
4331869091.799327, -1253992322.626224, -69753894.742141
4331771161.914927, -1253920034.653513, -69743632.866059
4331673545.536924, -1253847252.641787, -69733127.550199
4331576264.582933, -1253773981.642725, -69722400.683766
4331479340.233245, -1253700227.809244, -69711474.595564
4331382792.888885, -1253625998.383352, -69700372.009683
4331286642.131228, -1253551301.681844, -69689116.000422
4331190906.683233, -1253476147.079861, -69677729.946498
4331095604.372383, -1253400544.992357, -69666237.484659
4331000752.095398, -1253324506.853488, -69654662.462786
4330906365.784801, -1253248045.093995, -69643028.892570
4330812460.377392, -1253171173.116592, -69631360.901861
4330719049.784696, -1253093905.269437, -69619682.686797
4330626146.865458, -1253016256.817721, -69608018.463788
4330533763.400207, -1252938243.913436, -69596392.421455
4330441910.067980, -1252859883.563385, -69584828.672638
4330350596.425221, -1252781193.595493, -69573351.206541
4330259830.886909, -1252702192.623487, -69561983.841128
4330169620.709952, -1252622900.010022, -69550750.175854
4330079971.978884, -1252543335.828310, -69539673.544839
4329990889.593882, -1252463520.822350, -69528776.970556
4329902377.261141, -1252383476.365815, -69518083.118145
4329814437.485613, -1252303224.419698, -69507614.250438
4329727071.566134, -1252222787.488789, -69497392.183775
4329640279.592943, -1252142188.577070, -69487438.244712
4329554060.447601, -1252061451.142122, -69477773.227698
4329468411.805310, -1251980599.048631, -69468417.353814
4329383330.139623, -1251899656.521090, -69459390.230641
4329298810.729542, -1251818648.095778, -69450710.813354
4329214847.668989, -1251737598.572125, -69442397.367106
4329131433.878624, -1251656532.963563, -69434467.430786
4329048561.119990, -1251575476.447936, -69426937.782213
4328966220.011972, -1251494454.317600, -69419824.404848
4328884400.049502, -1251413491.929284, -69413142.456073
4328803089.624516, -1251332614.653832, -69406906.237122
4328722276.049080, -1251251847.825912, -69401129.164699
4328641945.580680, -1251171216.693800, -69395823.744363
4328562083.449584, -1251090746.369337, -69391001.545709
4328482673.888253, -1251010461.778149, -69386673.179418
4328403700.162736, -1250930387.610250, -69382848.276202
4328325144.605966, -1250850548.271099, -69379535.467700
4328246988.652925, -1250770967.833236, -69376742.369349
4328169212.877584, -1250691669.988565, -69374475.565281
4328091797.031540, -1250612678.001403, -69372740.595256
4328014720.084308, -1250534014.662369, -69371541.943675
4327937960.265139, -1250455702.243226, -69370883.030685
4327861495.106324, -1250377762.452734, -69370766.205392
4327785301.487875, -1250300216.393639, -69371192.741205
4327709355.683498, -1250223084.520850, -69372162.833309
4327633633.407768, -1250146386.600909, -69373675.598280
4327558109.864418, -1250070141.672827, -69375729.075837
4327482759.795641, -1249994368.010357, -69378320.232737
4327407557.532299, -1249919083.085792, -69381444.968787
4327332477.044958, -1249844303.535347, -69385098.124985
4327257491.995637, -1249770045.126205, -69389273.493754
4327182575.790159, -1249696322.725281, -69393963.831260
4327107701.631026, -1249623150.269777, -69399160.871779
4327032842.570687, -1249550540.739576, -69404855.344103
4326957971.565102, -1249478506.131537, -69411036.989926
4326883061.527500, -1249407057.435757, -69417694.584210
4326808085.382231, -1249336204.613800, -69424815.957448
4326733016.118586, -1249265956.578977, -69432388.019805
4326657826.844490, -1249196321.178714, -69440396.787094
4326582490.839970, -1249127305.179027, -69448827.408517
4326506981.610264, -1249058914.251145, -69457664.196133
4326431272.938497, -1248991152.960306, -69466890.655983
4326355338.937805, -1248924024.756743, -69476489.520820
4326279154.102801, -1248857531.968884, -69486442.784361
4326202693.360286, -1248791675.798780, -69496731.737023
4326125932.119101, -1248726456.319765, -69507337.003038
4326048846.319026, -1248661872.476353, -69518238.578905
4325971412.478632, -1248597922.086382, -69529415.873075
4325893607.741966, -1248534601.845387, -69540847.746813
4325815409.924015, -1248471907.333202, -69552512.556143
4325736797.554832, -1248409833.022777, -69564388.194792
4325657749.922235, -1248348372.291193, -69576452.138059
4325578247.113021, -1248287517.432843, -69588681.487511
4325498270.052574, -1248227259.674776, -69601053.016418
4325417800.542826, -1248167589.194146, -69613543.215846
4325336821.298466, -1248108495.137751, -69626128.341306
4325255315.981346, -1248049965.643615, -69638784.459872
4325173269.233009, -1247991987.864575, -69651487.497674
4325090666.705258, -1247934547.993815, -69664213.287669
4325007495.088740, -1247877631.292320, -69676937.617598
4324923742.139453, -1247821222.118157, -69689636.278035
4324839396.703144, -1247765303.957574, -69702285.110424
4324754448.737550, -1247709859.457807, -69714860.055020
